,close,date,high,low,open,quoteVolume,volume,weightedAverage,True Date,Year,MA10,MA20,EMA10,EMA20,EMA Go Long or Short,EMA entry and exit
57,238.00003776,1424779200,238.00003776,238.00003776,238.00003776,0.0704908,16.77681306,238.00003776,2015-02-24 12:00:00,2015,235.30000896800001,235.15006227200007,235.6666847836844,236.28335974015485,SHORT,True
58,238.00003776,1424786400,238.00003776,238.00003776,238.00003776,0.0,0.0,238.00003776,2015-02-24 14:00:00,2015,235.600010148,235.30006416000006,236.09093383965356,236.44729978362415,SHORT,True
59,238.00003776,1424793600,238.00003776,238.00003776,238.00003776,0.0,0.0,238.00003776,2015-02-24 16:00:00,2015,235.90001132799998,235.45001604800004,236.43804569196107,236.595545219114,SHORT,True
60,238.00003776,1424800800,238.00003776,238.00003776,238.00003776,0.55216987,131.4164499,238.00003776,2015-02-24 18:00:00,2015,236.200015104,235.60001793600003,236.72204562116536,236.7296055662475,SHORT,True
61,238.00003776,1424808000,238.00003776,238.00003776,238.00003776,0.0,0.0,238.00003776,2015-02-24 20:00:00,2015,236.50001887999997,235.75001982400005,236.954408746255,236.8508438834115,LONG,False
62,239.75,1424815200,239.75,239.75,239.75,9.33e-05,0.02236867,239.75,2015-02-24 22:00:00,2015,236.97501887999996,235.98751852600003,237.46269970816977,237.12745927618374,LONG,True
63,239.75,1424822400,239.75,239.75,239.75,0.0,0.0,239.75,2015-02-25 00:00:00,2015,237.45001887999996,236.225017228,237.87857358839543,237.37763853215628,LONG,True
64,239.75,1424829600,239.75,239.75,239.75,0.0,0.0,239.75,2015-02-25 02:00:00,2015,237.92501887999998,236.46251593000002,238.21883367225104,237.60391607360157,LONG,True
65,239.75,1424836800,239.75,239.75,239.75,0.0,0.0,239.75,2015-02-25 04:00:00,2015,238.40001887999998,236.700014632,238.49722804291227,237.80858191043586,LONG,True
66,239.75,1424844000,239.75,239.75,239.75,0.0,0.0,239.75,2015-02-25 06:00:00,2015,238.87501887999997,236.93751333400002,238.7250050923328,237.99370547150693,LONG,True
67,239.75,1424851200,239.75,239.75,239.75,0.0,0.0,239.75,2015-02-25 08:00:00,2015,239.05001510399998,237.175012036,238.91136802369326,238.16115706505795,LONG,True
68,237.75,1424858400,239.75,237.75,239.75,0.92755033,221.58409525,238.89172165,2015-02-25 10:00:00,2015,239.02501132799998,237.312510738,238.70020999644342,238.1219599739064,LONG,True
69,237.75,1424865600,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 12:00:00,2015,239.000007552,237.45000943999997,238.5274444054738,238.08650307031485,LONG,True
70,237.75,1424872800,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 14:00:00,2015,238.975003776,237.58750944,238.38609078544775,238.0544288506135,LONG,True
71,237.75,1424880000,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 16:00:00,2015,238.95,237.72500943999998,238.2704378539415,238.02541409451743,LONG,True
72,237.75,1424887200,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 18:00:00,2015,238.75,237.86250944,238.1758127484694,237.9991665572233,LONG,True
73,237.75,1424894400,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 20:00:00,2015,238.55,238.00000943999999,238.09839222122173,237.97542198434147,LONG,True
74,237.75,1424901600,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 22:00:00,2015,238.35,238.13750943999997,238.0350481625731,237.95394141749506,LONG,True
75,237.75,1424908800,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 00:00:00,2015,238.15,238.27500944,237.98322121158836,237.9345087617419,LONG,True
76,237.75,1424916000,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 02:00:00,2015,237.95,238.41250943999998,237.94081734667859,237.91692858893313,LONG,True
77,237.75,1424923200,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 04:00:00,2015,237.75,238.40000755199998,237.90612327811843,237.90102415376273,LONG,True
78,237.75,1424930400,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 06:00:00,2015,237.75,238.387505664,237.8777372238511,237.88663560161626,SHORT,False
79,237.75,1424937600,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 08:00:00,2015,237.75,238.375003776,237.85451227158293,237.87361834943366,SHORT,True
80,237.75,1424944800,237.75,237.75,237.75,1.284e-05,0.00305271,237.75,2015-02-26 10:00:00,2015,237.75,238.362501888,237.83551003872782,237.8618416226836,SHORT,True
81,237.75,1424952000,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 12:00:00,2015,237.75,238.35,237.81996275784905,237.85118713323536,SHORT,True
82,239.79999999,1424959200,239.79999999,237.75,237.75,0.00051594,0.12346224,239.29574465,2015-02-26 14:00:00,2015,237.954999999,238.35249999950003,238.1799695483614,238.03683417561768,LONG,False
83,239.79999999,1424966400,239.79999999,239.79999999,239.79999999,0.0,0.0,239.79999999,2015-02-26 16:00:00,2015,238.15999999799996,238.35499999900003,238.4745205518284,238.2047922337982,LONG,True
84,238.5,1424973600,238.5,238.5,238.5,0.00012148,0.02897298,238.5,2015-02-26 18:00:00,2015,238.23499999799998,238.29249999900003,238.47915317894982,238.23291294037926,LONG,True
85,238.5,1424980800,238.5,238.5,238.5,0.0,0.0,238.5,2015-02-26 20:00:00,2015,238.30999999799997,238.22999999900003,238.4829435101711,238.25835445363202,LONG,True
86,238.5,1424988000,238.5,238.5,238.5,0.0,0.0,238.5,2015-02-26 22:00:00,2015,238.38499999799996,238.16749999900003,238.4860446902212,238.28137212186735,LONG,True
87,238.5,1424995200,238.5,238.5,238.5,0.0,0.0,238.5,2015-02-27 00:00:00,2015,238.45999999799997,238.10499999900003,238.48858201932626,238.30219694056623,LONG,True
88,248.6,1425002400,248.6,238.49999999,238.49999999,1.50970167,364.20836166,241.24525321,2015-02-27 02:00:00,2015,239.54499999799995,238.64749999900005,240.3270216843929,239.28307287968425,LONG,True
89,239.0,1425009600,239.0,239.0,239.0,0.00061314,0.14654046,239.0,2015-02-27 04:00:00,2015,239.66999999799995,238.70999999900005,240.08574501104388,239.25611025525714,LONG,True
90,239.0,1425016800,239.0,239.0,239.0,0.0,0.0,239.0,2015-02-27 06:00:00,2015,239.79499999799995,238.77249999900005,239.88833682490193,239.23171609899194,LONG,True
91,249.0,1425024000,249.0,239.0,239.0,0.00871082,2.12450398,243.89253594,2015-02-27 08:00:00,2015,240.91999999799995,239.33499999900005,241.54500287263872,240.16212214009428,LONG,True
92,249.0,1425031200,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 10:00:00,2015,241.83999999899999,239.89749999900005,242.90045690643964,241.00390115740203,LONG,True
93,249.0,1425038400,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 12:00:00,2015,242.76,240.45999999900005,244.00946474875795,241.76549689047607,LONG,True
94,239.0,1425045600,249.0,239.0,249.0,0.02320042,5.62000078,242.2370276,2015-02-27 14:00:00,2015,242.81,240.52249999900005,243.0986529714684,241.50209667395345,LONG,True
95,239.0,1425052800,239.0,239.0,239.0,0.0,0.0,239.0,2015-02-27 16:00:00,2015,242.85999999999999,240.58499999900005,242.35344333708707,241.26378574092752,LONG,True
96,249.0,1425060000,249.0,249.0,249.0,0.04681131,11.65601619,249.0,2015-02-27 18:00:00,2015,243.91,241.14749999900005,243.56190818914214,242.00061284257694,LONG,True
97,249.0,1425067200,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 20:00:00,2015,244.95999999999998,241.70999999900005,244.55065215759953,242.66725780869965,LONG,True
98,249.0,1425074400,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 22:00:00,2015,245.0,242.27249999900005,245.35962449448718,243.27040612639513,LONG,True
99,249.0,1425081600,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-28 00:00:00,2015,246.0,242.83499999900005,246.02151095131072,243.8161063022487,LONG,True
100,240.0,1425088800,240.0,240.0,240.0,8.302e-05,0.0199248,240.0,2015-02-28 02:00:00,2015,246.1,242.94749999900006,244.92669077661859,243.4526528016133,LONG,True
101,240.0,1425096000,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 04:00:00,2015,245.2,243.05999999900004,244.03092881607762,243.12381660593255,LONG,True
102,240.0,1425103200,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 06:00:00,2015,244.3,243.06999999950003,243.2980326669262,242.8263003417662,LONG,True
103,240.0,1425110400,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 08:00:00,2015,243.4,243.08,242.69839036333076,242.55712075963717,LONG,True
104,240.0,1425117600,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 10:00:00,2015,243.5,243.15500000000003,242.20777393328754,242.31357880142613,SHORT,False
105,240.0,1425124800,240.0,240.0,240.0,0.05030918,12.0742032,240.0,2015-02-28 12:00:00,2015,243.6,243.23000000000002,241.80636049063952,242.09323252139998,SHORT,True
106,240.0,1425132000,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 14:00:00,2015,242.7,243.305,241.4779313103679,241.89387258857212,SHORT,True
107,240.0,1425139200,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 16:00:00,2015,241.8,243.38000000000002,241.20921652656065,241.71350012412051,SHORT,True
108,240.0,1425146400,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 18:00:00,2015,240.9,242.95,240.98935897620726,241.55030665112398,SHORT,True
109,251.0,1425153600,251.0,240.0,240.00005302,0.02082812,5.02685576,241.3494719,2015-02-28 20:00:00,2015,241.1,243.55,242.80947552645935,242.45029234018432,LONG,False
110,240.00006025,1425160800,240.00006025,240.00006025,240.00006025,0.0001098,0.026352,240.00006025,2015-02-28 22:00:00,2015,241.100006025,243.60000301250003,242.298672748813,242.21693340894734,LONG,True
111,240.00006025,1425168000,240.00006025,240.00006025,240.00006025,0.0,0.0,240.00006025,2015-03-01 00:00:00,2015,241.10001204999998,243.15000602500004,241.88074320350177,242.00579977168283,SHORT,False
112,240.00006025,1425175200,240.00006025,240.00006025,240.00006025,0.0,0.0,240.00006025,2015-03-01 02:00:00,2015,241.10001807499998,242.70000903750005,241.53880084827108,241.8147746187396,SHORT,True
113,240.0001205,1425182400,240.0001205,240.0001205,240.0001205,9.201e-05,0.02208241,240.0001205,2015-03-01 04:00:00,2015,241.10003012499996,242.25001506250004,241.25904078491658,241.64194850040428,SHORT,True
114,240.0001205,1425189600,240.0001205,240.0001205,240.0001205,0.0,0.0,240.0001205,2015-03-01 06:00:00,2015,241.10004217499994,242.30002108750006,241.03014618763729,241.4855823600637,SHORT,True
115,251.0,1425196800,251.0,251.0,251.0,0.00010438,0.02619938,251.0,2015-03-01 08:00:00,2015,242.20004217499996,242.90002108750005,242.84284688093504,242.39172559915744,LONG,False
116,251.0,1425204000,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 10:00:00,2015,243.30004217499996,243.00002108750004,244.32596562995028,243.21156798993223,LONG,True
117,251.0,1425211200,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 12:00:00,2015,244.40004217499995,243.10002108750004,245.5394264245679,243.95332893149916,LONG,True
118,251.0,1425218400,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 14:00:00,2015,245.50004217499995,243.20002108750003,246.53225798377963,244.62444497394657,LONG,True
119,251.0,1425225600,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 16:00:00,2015,245.50004217499995,243.30002108750006,247.34457471402982,245.23164438429845,LONG,True
120,251.0,1425232800,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 18:00:00,2015,246.60003614999997,243.85002108750004,248.0091974933161,245.78101460933698,LONG,True
121,251.0,1425240000,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 20:00:00,2015,247.70003012499996,244.40002108750005,248.5529797672713,246.27806331207105,LONG,True
122,251.0,1425247200,251.0,251.0,251.0,0.00107344,0.26943344,251.0,2015-03-01 22:00:00,2015,248.80002409999997,244.95002108750003,248.99789253686683,246.72777359412513,LONG,True
123,251.0,1425254400,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 00:00:00,2015,249.90001205,245.50002108750004,249.361912075624,247.1346539579665,LONG,True
124,251.0,1425261600,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 02:00:00,2015,251.0,246.05002108750006,249.65974624369616,247.50278351009942,LONG,True
125,251.0,1425268800,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 04:00:00,2015,251.0,246.60002108750004,249.90342874484486,247.8358528585992,LONG,True
126,251.0,1425276000,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 06:00:00,2015,251.0,247.15002108750005,250.10280533669297,248.1372011151566,LONG,True
127,251.0,1425283200,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 08:00:00,2015,251.0,247.70002108750003,250.26593163911357,248.4098493727204,LONG,True
128,251.0,1425290400,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 10:00:00,2015,251.0,248.25002108750004,250.39939861382095,248.65653099446658,LONG,True
129,252.0,1425297600,252.0,252.0,252.0,0.00039683,0.10000116,252.0,2015-03-02 12:00:00,2015,251.1,248.30002108750006,250.69041704767307,248.9749573260228,LONG,True
130,252.0,1425304800,252.0,252.0,252.0,0.0,0.0,252.0,2015-03-02 14:00:00,2015,251.2,248.90001807500002,250.92852303900617,249.26305721113002,LONG,True
131,251.00000756,1425312000,251.00000756,251.00000756,251.00000756,0.00079288,0.19901288,251.00000756,2015-03-02 16:00:00,2015,251.200000756,249.4500154405,250.94152022464147,249.42848135665966,LONG,True
132,251.0,1425319200,251.00000504,251.0,251.00000504,0.00140334,0.35223834,251.00000002,2015-03-02 18:00:00,2015,251.200000756,250.000012428,250.95215291107033,249.57815004673526,LONG,True
133,269.0,1425326400,269.0,252.0,252.0,0.3764387,97.4125524,258.77401127,2015-03-02 20:00:00,2015,253.00000075600002,251.450006403,254.23357965451896,251.4278528136828,LONG,True
134,269.0,1425333600,269.0,269.0,269.0,0.0,0.0,269.0,2015-03-02 22:00:00,2015,254.800000756,252.90000037800002,256.9183833537019,253.1013929096009,LONG,True
135,269.0,1425340800,269.0,269.0,269.0,0.0,0.0,269.0,2015-03-03 00:00:00,2015,256.600000756,253.800000378,259.1150409257592,254.61554782293223,LONG,True
136,269.0,1425348000,269.0,269.0,269.0,0.0,0.0,269.0,2015-03-03 02:00:00,2015,258.400000756,254.700000378,260.9123062119869,255.9854971695327,LONG,True
137,268.0,1425355200,268.0,268.0,268.0,0.00473308,1.26846544,268.0,2015-03-03 04:00:00,2015,260.100000756,255.550000378,262.2009778098087,257.12973668315703,LONG,True
138,268.0,1425362400,268.0,268.0,268.0,0.16212838,43.45040584,268.0,2015-03-03 06:00:00,2015,261.80000075600003,256.400000378,263.2553454807534,258.16500079660506,LONG,True
139,260.0,1425369600,274.0,260.0,265.0,1.05156894,277.97544822,264.34353246,2015-03-03 08:00:00,2015,262.600000756,256.850000378,262.6634644842524,258.33976276913137,LONG,True
140,269.0,1425376800,274.5,255.0,272.49999999,0.13575825,35.9034648,264.46617283,2015-03-03 10:00:00,2015,264.30000075600003,257.750000378,263.8155618507526,259.3550242127301,LONG,True
141,269.0,1425384000,269.0,269.0,269.0,0.00651703,1.75308107,269.0,2015-03-03 12:00:00,2015,266.1,258.650000378,264.758186968798,260.2735939533203,LONG,True
142,258.87499998,1425391200,269.0,258.87499998,269.0,0.24599796,65.95070123,268.09450468,2015-03-03 14:00:00,2015,266.887499998,259.04375037700004,263.688516607198,260.1403944462108,LONG,True
143,258.87499998,1425398400,268.19999999,258.87499998,268.19999999,0.01278881,3.40395318,266.16653063,2015-03-03 16:00:00,2015,265.87499999600004,259.437500376,262.813331765889,260.0198806211533,LONG,True
144,258.87499998,1425405600,258.87499998,258.87499998,258.87499998,0.01,2.58874999,258.87499998,2015-03-03 18:00:00,2015,264.8624999940001,259.831250375,262.09727144118176,259.9108443152841,LONG,True
145,267.21999999,1425412800,267.21999999,267.21999999,267.21999999,0.04,10.68879999,267.21999999,2015-03-03 20:00:00,2015,264.68449999300003,260.64225037450007,263.0286766318762,260.60695469336724,LONG,True
146,267.21999999,1425420000,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-03 22:00:00,2015,264.50649999200004,261.45325037400005,263.79073542426244,261.23676878803667,LONG,True
147,267.21999999,1425427200,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 00:00:00,2015,264.428499991,262.2642503735001,264.4142380725785,261.80660054137337,LONG,True
148,267.21999999,1425434400,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 02:00:00,2015,264.35049999,263.07525037300013,264.92437660301886,262.32216256576777,LONG,True
149,267.21999999,1425441600,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 04:00:00,2015,265.072499989,263.8362503725001,265.3417626733791,262.7886234137537,LONG,True
150,267.21999999,1425448800,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 06:00:00,2015,264.894499988,264.59725037200013,265.6832603673102,263.2106593935113,LONG,True
151,267.21999999,1425456000,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 08:00:00,2015,264.716499987,265.40824999350014,265.96266757143565,263.59250144950914,LONG,True
152,258.87499998,1425463200,258.87499998,258.87499998,258.87499998,0.00753094,1.94957209,258.87499998,2015-03-04 10:00:00,2015,264.71649998699996,265.80199999250016,264.6740007366291,263.14321549474573,LONG,True
153,258.87499998,1425470400,258.87499998,258.87499998,258.87499998,0.0,0.0,258.87499998,2015-03-04 12:00:00,2015,264.71649998699996,265.2957499915002,263.6196369626965,262.73671869676696,LONG,True
154,258.87499998,1425477600,258.87499998,258.87499998,258.87499998,0.0,0.0,258.87499998,2015-03-04 14:00:00,2015,264.71649998699996,264.7894999905002,262.7569756931153,262.3689358944757,LONG,True
155,258.87499998,1425484800,258.87499998,258.87499998,258.87499998,0.0,0.0,258.87499998,2015-03-04 16:00:00,2015,263.881999986,264.2832499895002,262.0511619270943,262.0361800379558,LONG,True
156,280.0,1425492000,280.00000001,267.22,267.22,0.0333158,9.26787779,278.18265783,2015-03-04 18:00:00,2015,265.159999987,264.8332499895002,265.31458703125907,263.74702029084574,LONG,True
157,280.0,1425499200,280.0,280.0,280.0,0.79182556,221.7111568,280.0,2015-03-04 20:00:00,2015,266.437999988,265.4332499895002,267.98466211648474,265.29492333026235,LONG,True
158,280.0,1425506400,280.0,280.0,280.0,0.0462872,12.960416,280.0,2015-03-04 22:00:00,2015,267.715999989,266.0332499895002,270.16926900439665,266.69540699450124,LONG,True
159,280.0,1425513600,280.0,280.0,280.0,0.0,0.0,280.0,2015-03-05 00:00:00,2015,268.99399999,267.0332499895002,271.9566746399609,267.9625112309654,LONG,True
160,257.0,1425520800,257.0,257.0,257.0,0.00721337,1.85383609,257.0,2015-03-05 02:00:00,2015,267.971999991,266.4332499895002,269.23727925087707,266.91846243740963,LONG,True
161,257.0,1425528000,257.0,257.0,257.0,0.00527668,1.35610676,257.0,2015-03-05 04:00:00,2015,266.949999992,265.8332499895002,267.0123193870812,265.9738468813158,LONG,True
162,257.0,1425535200,257.0,257.0,257.0,0.11032567,28.35369719,257.0,2015-03-05 06:00:00,2015,266.76249999400005,265.7394999905002,265.19189768033914,265.119194727093,LONG,True
163,280.89,1425542400,280.89,280.89,280.89,0.06991752,19.63913219,280.89,2015-03-05 08:00:00,2015,268.9639999960001,266.8402499915002,268.04609810209564,266.6211762934167,LONG,True
164,277.01999999,1425549600,277.01999999,277.01999999,277.01999999,0.00356428,0.98737684,277.01999999,2015-03-05 10:00:00,2015,270.7784999970001,267.74749999200014,269.6777166271692,267.6115405216699,LONG,True
165,277.01999999,1425556800,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 12:00:00,2015,272.59299999800015,268.23749999200015,271.01267723859297,268.5075843351373,LONG,True
166,277.01999999,1425564000,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 14:00:00,2015,272.29499999700016,268.7274999920001,272.1049177388488,269.3182906326593,LONG,True
167,277.01999999,1425571200,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 16:00:00,2015,271.99699999600017,269.21749999200006,272.99856905723993,270.0517867985029,LONG,True
168,277.01999999,1425578400,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 18:00:00,2015,271.6989999950002,269.707499992,273.72973831774175,270.71542618001257,LONG,True
169,257.00012,1425585600,277.00999998,257.00012,277.00999998,0.25,65.25053604,261.00214418,2015-03-05 20:00:00,2015,269.3990119950002,269.19650599249997,270.68798953269777,269.40920649050605,LONG,True
170,257.00012,1425592800,257.00012,257.00012,257.00012,0.0,0.0,257.00012,2015-03-05 22:00:00,2015,269.3990239950002,268.685511993,268.19928598129815,268.22738868586225,SHORT,False
