,close,date,high,low,open,quoteVolume,volume,weightedAverage,True Date,Year,MA10,MA50,EMA10,EMA50,Go Long or Short,SMA entry and exit
73,237.75,1424894400,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 20:00:00,2015,238.55,238.81004792960007,238.09839222122173,238.25587850850422,SHORT,True
74,237.75,1424901600,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-25 22:00:00,2015,238.35,238.66504792960006,238.0350481625731,238.23500112782872,SHORT,True
75,237.75,1424908800,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 00:00:00,2015,238.15,238.52004792960008,237.98322121158836,238.21502637286724,SHORT,True
76,237.75,1424916000,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 02:00:00,2015,237.95,238.37504792960007,237.94081734667859,238.1959119192159,SHORT,True
77,237.75,1424923200,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 04:00:00,2015,237.75,238.2300479296001,237.90612327811843,238.17761769208158,SHORT,True
78,237.75,1424930400,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 06:00:00,2015,237.75,238.00504792960007,237.8777372238511,238.1601057257148,SHORT,True
79,237.75,1424937600,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 08:00:00,2015,237.75,237.78004792960007,237.85451227158293,238.14334003325447,SHORT,True
80,237.75,1424944800,237.75,237.75,237.75,1.284e-05,0.00305271,237.75,2015-02-26 10:00:00,2015,237.75,237.55504792960008,237.83551003872782,238.12728648608726,LONG,False
81,237.75,1424952000,237.75,237.75,237.75,0.0,0.0,237.75,2015-02-26 12:00:00,2015,237.75,237.41004792960007,237.81996275784905,238.11191270191202,LONG,True
82,239.79999999,1424959200,239.79999999,237.75,237.75,0.00051594,0.12346224,239.29574465,2015-02-26 14:00:00,2015,237.954999999,237.30604792940008,238.1799695483614,238.18059413243364,LONG,True
83,239.79999999,1424966400,239.79999999,239.79999999,239.79999999,0.0,0.0,239.79999999,2015-02-26 16:00:00,2015,238.15999999799996,237.2020479292001,238.4745205518284,238.2463844649244,LONG,True
84,238.5,1424973600,238.5,238.5,238.5,0.00012148,0.02897298,238.5,2015-02-26 18:00:00,2015,238.23499999799998,237.09204792920008,238.47915317894982,238.25667339164588,LONG,True
85,238.5,1424980800,238.5,238.5,238.5,0.0,0.0,238.5,2015-02-26 20:00:00,2015,238.30999999799997,236.9820479292001,238.4829435101711,238.26653156584933,LONG,True
86,238.5,1424988000,238.5,238.5,238.5,0.0,0.0,238.5,2015-02-26 22:00:00,2015,238.38499999799996,237.0420479292001,238.4860446902212,238.2759780782735,LONG,True
87,238.5,1424995200,238.5,238.5,238.5,0.0,0.0,238.5,2015-02-27 00:00:00,2015,238.45999999799997,237.11202792920008,238.48858201932626,238.28503108994136,LONG,True
88,248.6,1425002400,248.6,238.49999999,238.49999999,1.50970167,364.20836166,241.24525321,2015-02-27 02:00:00,2015,239.54499999799995,237.3840279292001,240.3270216843929,238.7013743679363,LONG,True
89,239.0,1425009600,239.0,239.0,239.0,0.00061314,0.14654046,239.0,2015-02-27 04:00:00,2015,239.66999999799995,237.46400792920008,240.08574501104388,238.7134139863238,LONG,True
90,239.0,1425016800,239.0,239.0,239.0,0.0,0.0,239.0,2015-02-27 06:00:00,2015,239.79499999799995,237.5440079292001,239.88833682490193,238.72495549821525,LONG,True
91,249.0,1425024000,249.0,239.0,239.0,0.00871082,2.12450398,243.89253594,2015-02-27 08:00:00,2015,240.91999999799995,237.8240079292001,241.54500287263872,239.13831957578347,LONG,True
92,249.0,1425031200,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 10:00:00,2015,241.83999999899999,238.1040074100001,242.90045690643964,239.53465208687126,LONG,True
93,249.0,1425038400,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 12:00:00,2015,242.76,238.3840068908001,244.00946474875795,239.9146863849816,LONG,True
94,239.0,1425045600,249.0,239.0,249.0,0.02320042,5.62000078,242.2370276,2015-02-27 14:00:00,2015,242.81,238.46400637160008,243.0986529714684,239.87799595325416,LONG,True
95,239.0,1425052800,239.0,239.0,239.0,0.0,0.0,239.0,2015-02-27 16:00:00,2015,242.85999999999999,238.5440058524001,242.35344333708707,239.84280882858943,LONG,True
96,249.0,1425060000,249.0,249.0,249.0,0.04681131,11.65601619,249.0,2015-02-27 18:00:00,2015,243.91,238.82400533320006,243.56190818914214,240.20948256267,LONG,True
97,249.0,1425067200,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 20:00:00,2015,244.95999999999998,239.10400481400006,244.55065215759953,240.56118321550144,LONG,True
98,249.0,1425074400,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-27 22:00:00,2015,245.0,239.38400429480006,245.35962449448718,240.89854497729914,LONG,True
99,249.0,1425081600,249.0,249.0,249.0,0.0,0.0,249.0,2015-02-28 00:00:00,2015,246.0,239.66400377560007,246.02151095131072,241.22217339585652,LONG,True
100,240.0,1425088800,240.0,240.0,240.0,8.302e-05,0.0199248,240.0,2015-02-28 02:00:00,2015,246.1,239.76400377560006,244.92669077661859,241.17338697208632,LONG,True
101,240.0,1425096000,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 04:00:00,2015,245.2,239.86400377560005,244.03092881607762,241.1265808543759,LONG,True
102,240.0,1425103200,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 06:00:00,2015,244.3,239.96400377560008,243.2980326669262,241.08167209273716,LONG,True
103,240.0,1425110400,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 08:00:00,2015,243.4,240.06400377560007,242.69839036333076,241.03858141202318,LONG,True
104,240.0,1425117600,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 10:00:00,2015,243.5,240.16400377560007,242.20777393328754,240.99723303362413,LONG,True
105,240.0,1425124800,240.0,240.0,240.0,0.05030918,12.0742032,240.0,2015-02-28 12:00:00,2015,243.6,240.26400377560006,241.80636049063952,240.9575545069897,LONG,True
106,240.0,1425132000,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 14:00:00,2015,242.7,240.36400377560005,241.4779313103679,240.9194765503511,LONG,True
107,240.0,1425139200,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 16:00:00,2015,241.8,240.40400302040004,241.20921652656065,240.88293290006038,LONG,True
108,240.0,1425146400,240.0,240.0,240.0,0.0,0.0,240.0,2015-02-28 18:00:00,2015,240.9,240.44400226520003,240.98935897620726,240.84786016800874,LONG,True
109,251.0,1425153600,251.0,240.0,240.00005302,0.02082812,5.02685576,241.3494719,2015-02-28 20:00:00,2015,241.1,240.70400151,242.80947552645935,241.25092900880637,LONG,True
110,240.00006025,1425160800,240.00006025,240.00006025,240.00006025,0.0001098,0.026352,240.00006025,2015-02-28 22:00:00,2015,241.100006025,240.74400195980002,242.298672748813,241.20129014158297,LONG,True
111,240.00006025,1425168000,240.00006025,240.00006025,240.00006025,0.0,0.0,240.00006025,2015-03-01 00:00:00,2015,241.10001204999998,240.7840024096,241.88074320350177,241.15364340945155,LONG,True
112,240.00006025,1425175200,240.00006025,240.00006025,240.00006025,0.0,0.0,240.00006025,2015-03-01 02:00:00,2015,241.10001807499998,240.7890036146,241.53880084827108,241.1079071308828,LONG,True
113,240.0001205,1425182400,240.0001205,240.0001205,240.0001205,9.201e-05,0.02208241,240.0001205,2015-03-01 04:00:00,2015,241.10003012499996,240.7940060246,241.25904078491658,241.0640054956489,LONG,True
114,240.0001205,1425189600,240.0001205,240.0001205,240.0001205,0.0,0.0,240.0001205,2015-03-01 06:00:00,2015,241.10004217499994,240.79900843460004,241.03014618763729,241.02186114716676,LONG,True
115,251.0,1425196800,251.0,251.0,251.0,0.00010438,0.02619938,251.0,2015-03-01 08:00:00,2015,242.20004217499996,241.02400843460003,242.84284688093504,241.4169742321305,LONG,True
116,251.0,1425204000,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 10:00:00,2015,243.30004217499996,241.24900843460003,244.32596562995028,241.796296706553,LONG,True
117,251.0,1425211200,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 12:00:00,2015,244.40004217499995,241.47400843460002,245.5394264245679,242.160470882181,LONG,True
118,251.0,1425218400,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 14:00:00,2015,245.50004217499995,241.73900843460004,246.53225798377963,242.51011207213242,LONG,True
119,251.0,1425225600,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 16:00:00,2015,245.50004217499995,242.00400843460002,247.34457471402982,242.8458097929535,LONG,True
120,251.0,1425232800,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 18:00:00,2015,246.60003614999997,242.26900843460004,248.0091974933161,243.16812890804349,LONG,True
121,251.0,1425240000,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-01 20:00:00,2015,247.70003012499996,242.53400843460003,248.5529797672713,243.47761071568567,LONG,True
122,251.0,1425247200,251.0,251.0,251.0,0.00107344,0.26943344,251.0,2015-03-01 22:00:00,2015,248.80002409999997,242.79900843460004,248.99789253686683,243.7747739847168,LONG,True
123,251.0,1425254400,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 00:00:00,2015,249.90001205,243.06400843460003,249.361912075624,244.06011594067675,LONG,True
124,251.0,1425261600,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 02:00:00,2015,251.0,243.32900843460004,249.65974624369616,244.3341132051031,LONG,True
125,251.0,1425268800,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 04:00:00,2015,251.0,243.59400843460003,249.90342874484486,244.59722269047083,LONG,True
126,251.0,1425276000,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 06:00:00,2015,251.0,243.85900843460004,250.10280533669297,244.84988245312422,LONG,True
127,251.0,1425283200,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 08:00:00,2015,251.0,244.12400843460003,250.26593163911357,245.09251250640636,LONG,True
128,251.0,1425290400,251.0,251.0,251.0,0.0,0.0,251.0,2015-03-02 10:00:00,2015,251.0,244.38900843460004,250.39939861382095,245.32551559605844,LONG,True
129,252.0,1425297600,252.0,252.0,252.0,0.00039683,0.10000116,252.0,2015-03-02 12:00:00,2015,251.1,244.67400843460004,250.69041704767307,245.58871101037872,LONG,True
130,252.0,1425304800,252.0,252.0,252.0,0.0,0.0,252.0,2015-03-02 14:00:00,2015,251.2,244.95900843460004,250.92852303900617,245.8414728749079,LONG,True
131,251.00000756,1425312000,251.00000756,251.00000756,251.00000756,0.00079288,0.19901288,251.00000756,2015-03-02 16:00:00,2015,251.200000756,245.22400858580005,250.94152022464147,246.04480306882365,LONG,True
132,251.0,1425319200,251.00000504,251.0,251.00000504,0.00140334,0.35223834,251.00000002,2015-03-02 18:00:00,2015,251.200000756,245.44800858600004,250.95215291107033,246.24007927785772,LONG,True
133,269.0,1425326400,269.0,252.0,252.0,0.3764387,97.4125524,258.77401127,2015-03-02 20:00:00,2015,253.00000075600002,246.03200858620002,254.23357965451896,247.13683775354627,LONG,True
134,269.0,1425333600,269.0,269.0,269.0,0.0,0.0,269.0,2015-03-02 22:00:00,2015,254.800000756,246.64200858620003,256.9183833537019,247.9981038427288,LONG,True
135,269.0,1425340800,269.0,269.0,269.0,0.0,0.0,269.0,2015-03-03 00:00:00,2015,256.600000756,247.25200858620002,259.1150409257592,248.82529459069175,LONG,True
136,269.0,1425348000,269.0,269.0,269.0,0.0,0.0,269.0,2015-03-03 02:00:00,2015,258.400000756,247.86200858620003,260.9123062119869,249.61976951662953,LONG,True
137,268.0,1425355200,268.0,268.0,268.0,0.00473308,1.26846544,268.0,2015-03-03 04:00:00,2015,260.100000756,248.45200858620004,262.2009778098087,250.34345972847876,LONG,True
138,268.0,1425362400,268.0,268.0,268.0,0.16212838,43.45040584,268.0,2015-03-03 06:00:00,2015,261.80000075600003,248.8400085862,263.2553454807534,251.03854632235667,LONG,True
139,260.0,1425369600,274.0,260.0,265.0,1.05156894,277.97544822,264.34353246,2015-03-03 08:00:00,2015,262.600000756,249.26000858620003,262.6634644842524,251.39127926289407,LONG,True
140,269.0,1425376800,274.5,255.0,272.49999999,0.13575825,35.9034648,264.46617283,2015-03-03 10:00:00,2015,264.30000075600003,249.86000858620002,263.8155618507526,252.08427761168346,LONG,True
141,269.0,1425384000,269.0,269.0,269.0,0.00651703,1.75308107,269.0,2015-03-03 12:00:00,2015,266.1,250.26000858620003,264.758186968798,252.7499097275451,LONG,True
142,258.87499998,1425391200,269.0,258.87499998,269.0,0.24599796,65.95070123,268.09450468,2015-03-03 14:00:00,2015,266.887499998,250.4575085858,263.688516607198,252.99089911811217,LONG,True
143,258.87499998,1425398400,268.19999999,258.87499998,268.19999999,0.01278881,3.40395318,266.16653063,2015-03-03 16:00:00,2015,265.87499999600004,250.65500858540003,262.813331765889,253.22237702412568,LONG,True
144,258.87499998,1425405600,258.87499998,258.87499998,258.87499998,0.01,2.58874999,258.87499998,2015-03-03 18:00:00,2015,264.8624999940001,251.05250858500003,262.09727144118176,253.44472115110813,LONG,True
145,267.21999999,1425412800,267.21999999,267.21999999,267.21999999,0.04,10.68879999,267.21999999,2015-03-03 20:00:00,2015,264.68449999300003,251.61690858480003,263.0286766318762,253.98650289526677,LONG,True
146,267.21999999,1425420000,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-03 22:00:00,2015,264.50649999200004,251.98130858460004,263.79073542426244,254.5069168708526,LONG,True
147,267.21999999,1425427200,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 00:00:00,2015,264.428499991,252.34570858440006,264.4142380725785,255.0068104048714,LONG,True
148,267.21999999,1425434400,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 02:00:00,2015,264.35049999,252.71010858420007,264.92437660301886,255.48699687055554,LONG,True
149,267.21999999,1425441600,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 04:00:00,2015,265.072499989,253.07450858400006,265.3417626733791,255.94825707514823,LONG,True
150,267.21999999,1425448800,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 06:00:00,2015,264.894499988,253.61890858380008,265.6832603673102,256.3913405888824,LONG,True
151,267.21999999,1425456000,267.21999999,267.21999999,267.21999999,0.0,0.0,267.21999999,2015-03-04 08:00:00,2015,264.716499987,254.16330858360007,265.96266757143565,256.8169670178031,LONG,True
152,258.87499998,1425463200,258.87499998,258.87499998,258.87499998,0.00753094,1.94957209,258.87499998,2015-03-04 10:00:00,2015,264.71649998699996,254.5408085832001,264.6740007366291,256.8978518694976,LONG,True
153,258.87499998,1425470400,258.87499998,258.87499998,258.87499998,0.0,0.0,258.87499998,2015-03-04 12:00:00,2015,264.71649998699996,254.91830858280008,263.6196369626965,256.97555107514404,LONG,True
154,258.87499998,1425477600,258.87499998,258.87499998,258.87499998,0.0,0.0,258.87499998,2015-03-04 14:00:00,2015,264.71649998699996,255.2958085824001,262.7569756931153,257.05019061806814,LONG,True
155,258.87499998,1425484800,258.87499998,258.87499998,258.87499998,0.0,0.0,258.87499998,2015-03-04 16:00:00,2015,263.881999986,255.6733085820001,262.0511619270943,257.12189145949975,LONG,True
156,280.0,1425492000,280.00000001,267.22,267.22,0.0333158,9.26787779,278.18265783,2015-03-04 18:00:00,2015,265.159999987,256.4733085820001,265.31458703125907,258.020754707762,LONG,True
157,280.0,1425499200,280.0,280.0,280.0,0.79182556,221.7111568,280.0,2015-03-04 20:00:00,2015,266.437999988,257.2733085820001,267.98466211648474,258.8842388088393,LONG,True
158,280.0,1425506400,280.0,280.0,280.0,0.0462872,12.960416,280.0,2015-03-04 22:00:00,2015,267.715999989,258.0733085820001,270.16926900439665,259.71374117269096,LONG,True
159,280.0,1425513600,280.0,280.0,280.0,0.0,0.0,280.0,2015-03-05 00:00:00,2015,268.99399999,258.6533085820001,271.9566746399609,260.51060363754016,LONG,True
160,257.0,1425520800,257.0,257.0,257.0,0.00721337,1.85383609,257.0,2015-03-05 02:00:00,2015,267.971999991,258.99330737700006,269.23727925087707,260.3727129660492,LONG,True
161,257.0,1425528000,257.0,257.0,257.0,0.00527668,1.35610676,257.0,2015-03-05 04:00:00,2015,266.949999992,259.3333061720001,267.0123193870812,260.24024670983243,LONG,True
162,257.0,1425535200,257.0,257.0,257.0,0.11032567,28.35369719,257.0,2015-03-05 06:00:00,2015,266.76249999400005,259.6733049670001,265.19189768033914,260.11299084136317,LONG,True
163,280.89,1425542400,280.89,280.89,280.89,0.06991752,19.63913219,280.89,2015-03-05 08:00:00,2015,268.9639999960001,260.49110255700003,268.04609810209564,260.92892978025276,LONG,True
164,277.01999999,1425549600,277.01999999,277.01999999,277.01999999,0.00356428,0.98737684,277.01999999,2015-03-05 10:00:00,2015,270.7784999970001,261.23150014680004,269.6777166271692,261.5608109761129,LONG,True
165,277.01999999,1425556800,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 12:00:00,2015,272.59299999800015,261.7519001466,271.01267723859297,262.1678463920749,LONG,True
166,277.01999999,1425564000,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 14:00:00,2015,272.29499999700016,262.2723001464,272.1049177388488,262.7510154668215,LONG,True
167,277.01999999,1425571200,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 16:00:00,2015,271.99699999600017,262.7927001462,272.99856905723993,263.3112588368436,LONG,True
168,277.01999999,1425578400,277.01999999,277.01999999,277.01999999,0.0,0.0,277.01999999,2015-03-05 18:00:00,2015,271.6989999950002,263.313100146,273.72973831774175,263.8494798884264,LONG,True
169,257.00012,1425585600,277.00999998,257.00012,277.00999998,0.25,65.25053604,261.00214418,2015-03-05 20:00:00,2015,269.3990119950002,263.433102546,270.68798953269777,263.5805783154565,LONG,True
170,257.00012,1425592800,257.00012,257.00012,257.00012,0.0,0.0,257.00012,2015-03-05 22:00:00,2015,269.3990239950002,263.553104946,268.19928598129815,263.3222449352486,LONG,True
171,257.00012,1425600000,257.00012,257.00012,257.00012,0.0,0.0,257.00012,2015-03-06 00:00:00,2015,269.3990359950002,263.67310734600005,266.1630739846985,263.0740635349921,LONG,True
172,269.00014063,1425607200,269.00014063,269.00014063,269.00014063,0.04916056,13.22419755,269.00014063,2015-03-06 02:00:00,2015,270.5990500580002,264.03311015860004,266.6789042838442,263.3066882969172,LONG,True
173,269.00014063,1425614400,269.00014063,269.00014063,269.00014063,0.0,0.0,269.00014063,2015-03-06 04:00:00,2015,269.4100641210002,264.3931129712,267.10094725587254,263.5301728490606,LONG,True
174,269.00014063,1425621600,269.00014063,269.00014063,269.00014063,0.0,0.0,269.00014063,2015-03-06 06:00:00,2015,268.6080781850002,264.7531157838,267.4462551420776,263.74487699163404,LONG,True
175,270.00199997,1425628800,270.00199997,268.70014063,268.70014063,0.10774763,29.08092449,269.89850721,2015-03-06 08:00:00,2015,267.90627818300015,265.13315578320004,267.91093601988166,263.99046933138044,LONG,True
176,270.00199997,1425636000,270.00199997,270.00199997,270.00199997,0.0,0.0,270.00199997,2015-03-06 10:00:00,2015,267.2044781810001,265.5131957826,268.29112946535776,264.2264140554212,LONG,True
177,270.00199997,1425643200,270.00199997,270.00199997,270.00199997,0.0,0.0,270.00199997,2015-03-06 12:00:00,2015,266.5026781790001,265.89323578200003,268.6021968298382,264.45309077529396,LONG,True
178,270.00199997,1425650400,270.00199997,270.00199997,270.00199997,0.0,0.0,270.00199997,2015-03-06 14:00:00,2015,265.8008781770001,266.2732757814,268.8567064916858,264.6708641176945,SHORT,False
179,270.00199997,1425657600,270.00199997,270.00199997,270.00199997,0.0,0.0,270.00199997,2015-03-06 16:00:00,2015,267.10106617400004,266.6333157808,269.0649416695611,264.88008431968217,LONG,False
180,270.00199997,1425664800,270.00199997,270.00199997,270.00199997,0.0,0.0,270.00199997,2015-03-06 18:00:00,2015,268.401254171,266.9933557802,269.23531590600453,265.0810877999597,LONG,True
181,263.00016695,1425672000,263.00016695,263.00016695,263.00016695,0.00480843,1.26461789,263.00016695,2015-03-06 20:00:00,2015,269.00125886599994,267.233358968,268.10165245945825,264.99942683580326,LONG,True
182,260.0,1425679200,271.00199999,260.0,263.00016695,0.15555883,40.62820886,261.17584496,2015-03-06 22:00:00,2015,268.101244803,267.413358968,266.62862473955676,264.8032411014359,LONG,True
183,260.00000522,1425686400,260.00000522,260.00000522,260.00000522,5e-06,0.0013,260.00000522,2015-03-07 00:00:00,2015,267.20123126199996,267.2333590724,265.42342119054643,264.61475911570216,SHORT,False
184,260.00000522,1425693600,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 02:00:00,2015,266.30121772099994,267.0533591768,264.437345559538,264.4336777974214,SHORT,True
185,260.00000522,1425700800,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 04:00:00,2015,265.30101824599996,266.87335928119995,263.63055640689475,264.25970621497385,SHORT,True
186,260.00000522,1425708000,260.00000522,260.00000522,260.00000522,0.00042308,0.1100008,260.00000522,2015-03-07 06:00:00,2015,264.30081877099997,266.69335938559993,262.9704561910957,264.09256490044044,SHORT,True
187,260.00000522,1425715200,260.00000522,260.00000522,260.00000522,0.0002719,0.070694,260.00000522,2015-03-07 08:00:00,2015,263.300619296,266.53335948999995,262.43037419635107,263.93198539583847,SHORT,True
188,260.00000522,1425722400,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 10:00:00,2015,262.300419821,266.3733595943999,261.9884889279236,263.7777098174755,SHORT,True
189,260.00000522,1425729600,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 12:00:00,2015,261.30022034599995,266.3733596987999,261.62694643557387,263.62949043768765,SHORT,True
190,260.00000522,1425736800,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 14:00:00,2015,260.30002087099996,266.1933598031999,261.33113894183316,263.487089283256,SHORT,True
191,260.00000522,1425744000,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 16:00:00,2015,260.000004698,266.01335990759986,261.0891146287726,263.350277749827,SHORT,True
192,260.00000522,1425751200,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 18:00:00,2015,260.00000521999993,266.03586001239984,260.89109473626854,263.21883623168816,SHORT,True
193,260.00000522,1425758400,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 20:00:00,2015,260.00000521999993,266.05836011719987,260.72907846058337,263.0925537662802,SHORT,True
194,260.00000522,1425765600,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-07 22:00:00,2015,260.00000521999993,266.08086022199984,260.59651968956825,262.97122769285,SHORT,True
195,260.00000522,1425772800,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-08 00:00:00,2015,260.00000521999993,265.9364603265998,260.4880625132831,262.85466332467445,SHORT,True
196,260.00000522,1425780000,260.00000522,260.00000522,260.00000522,0.0,0.0,260.00000522,2015-03-08 02:00:00,2015,260.00000521999993,265.7920604311998,260.3993248235953,262.7426736343093,SHORT,True
